Id,SalePrice
1594,158494.24762895456
1595,109286.50083543234
1596,240960.53002244956
1597,219769.20845803464
1598,200590.2361817412
1599,187252.0605092746
1600,175922.96545672006
1601,67028.62241625591
1602,116045.09221359217
1603,91298.89641299259
1604,268668.27008103393
1605,249143.85882132367
1606,167665.56694101173
1607,201171.94826336292
1608,215746.2814558784
1609,198501.15595510893
1610,155959.8472756918
1611,143433.08927883796
1612,174225.21917195345
1613,172612.12215571452
1614,122483.08373703065
1615,88077.78317551121
1616,69058.49185843207
1617,91316.61950744689
1618,122788.2731362452
1619,140902.1877818081
1620,196695.90755831878
1621,137614.81727317238
1622,143360.9832921225
1623,281861.6021706037
1624,218747.2291424329
1625,122931.17577160714
1626,163018.52134280666
1627,187700.74906752192
1628,279218.1531585022
1629,176374.3612205296
1630,361496.79880618944
1631,226819.3774308031
1632,249570.56305150228
1633,169776.48251246315
1634,187631.57310547758
1635,179949.32330527523
1636,152774.2852394586
1637,198688.37970260752
1638,198830.31556996767
1639,181885.776980316
1640,255954.01017377118
1641,179068.42706246543
1642,233226.6700638662
1643,230183.4168848003
1644,225607.2884104392
1645,205047.66291582305
1646,157486.25479225742
1647,152812.139206214
1648,129449.85793665037
1649,143886.48872156368
1650,114629.72619410782
1651,123341.74415378552
1652,95621.79039616647
1653,99758.60960971941
1654,145045.42524103244
1655,144668.4342233379
1656,141515.5191691586
1657,148505.9571771585
1658,144292.37202705414
1659,133000.67728728734
1660,160923.2981568542
1661,472639.70931999356
1662,409101.6414563462
1663,384789.7072540021
1664,481246.6854250901
1665,311154.4726476243
1666,323945.8622597258
1667,382794.0818495579
1668,336179.1429406556
1669,292255.52730405884
1670,353374.6768134126
1671,248932.937792623
1672,464401.93606372003
1673,298880.3395992132
1674,245068.8710644233
1675,192494.4982115008
1676,194763.89286830646
1677,216237.67961606174
1678,468885.1603531473
1679,394556.6770516631
1680,348128.8998561563
1681,246762.05220021642
1682,298509.17861067725
1683,184982.94102096593
1684,168912.8966372077
1685,170843.5475302619
1686,165025.0920322366
1687,165559.60427945445
1688,191435.5146516969
1689,188120.57919508903
1690,193988.59584536185
1691,185852.76413058513
1692,269828.0592585327
1693,165160.3642157443
1694,179961.45983345024
1695,163945.74548754143
1696,274294.99353819876
1697,175600.06518234548
1698,344701.50292621064
1699,307439.51373586745
1700,245356.9988571365
1701,260448.92813997355
1702,255062.93530962247
1703,261339.86108905688
1704,282840.8409032335
1705,244921.2920371498
1706,466939.3659970978
1707,228953.7098294206
1708,217769.32351253368
1709,270686.63233746757
1710,223765.66979471006
1711,259112.89848421788
1712,262029.6101860209
1713,262417.08509504923
1714,217763.13133182397
1715,207949.40465841748
1716,192863.03509203793
1717,170942.78479814244
1718,133330.7633226108
1719,199073.4237922665
1720,234179.3859401771
1721,169329.70131077062
1722,126834.29039765967
1723,155700.46300840314
1724,219045.28553840087
1725,235117.1030287444
1726,189463.14430651953
1727,167219.81408144822
1728,185644.25671858355
1729,159471.63765040346
1730,176149.4994332092
1731,116182.55140758716
1732,135961.11773656996
1733,121018.54761623155
1734,125132.52811618854
1735,137182.3846148454
1736,122832.92586564735
1737,315909.4110919649
1738,208716.1254787793
1739,263679.5187428644
1740,215299.06271910883
1741,194067.08577831555
1742,174273.6732862389
1743,175191.23963314143
1744,286377.8346182082
1745,196020.922739033
1746,215430.41334328533
1747,218228.91810640699
1748,228096.07855470703
1749,159048.78367002105
1750,129268.23899560195
1751,239512.95638360057
1752,122823.80267068616
1753,154914.01752127288
1754,190958.25609456943
1755,168346.27556015344
1756,126772.26331871639
1757,118679.414161379
1758,149087.30886114767
1759,160106.42602469595
1760,167734.0996397967
1761,134052.07192098806
1762,193020.34069715603
1763,168107.02799527816
1764,115778.54332553362
1765,176994.0595491221
1766,179516.35274061296
1767,215415.25744386076
1768,147656.81787755416
1769,179128.66472504428
1770,150708.60305048764
1771,124267.19655624148
1772,141793.26825449546
1773,127704.38258882472
1774,146326.08554850577
1775,136577.00590493408
1776,126475.02150506996
1777,119329.28278150994
1778,138942.5945354128
1779,128614.98533303477
1780,165335.10737673676
1781,130617.91085656986
1782,91586.5021511572
1783,142157.1837138443
1784,108317.83770892062
1785,120204.21988898232
1786,152389.16785726615
1787,170404.73391501786
1788,63429.02080938843
1789,105431.63998197224
1790,86505.09513386077
1791,220993.1451132228
1792,160378.84228667064
1793,124942.67534627407
1794,148394.97497319503
1795,129763.4202885197
1796,123568.49140685925
1797,119777.66178834972
1798,123387.73795908767
1799,111240.41477054892
1800,127979.39985445049
1801,122130.30104005503
1802,126980.89864996343
1803,152212.12503861016
1804,144982.18954029868
1805,136134.28668191374
1806,116960.17596783643
1807,162309.6991328763
1808,127253.36214615474
1809,112168.76331875191
1810,140662.4501184108
1811,114747.46181561217
1812,91419.89342019161
1813,124262.41581671327
1814,96214.70758103479
1815,51781.38025808723
1816,99110.41276882058
1817,116969.51458098655
1818,159987.06179510133
1819,125366.24847024158
1820,59420.49997153065
1821,112869.28849114363
1822,150408.39179209442
1823,51616.609946364624
1824,141269.1316378536
1825,136880.15072337346
1826,112642.02680301965
1827,108771.96127109893
1828,139915.74680255534
1829,131562.83778642514
1830,145724.17825680433
1831,154981.9443787255
1832,128218.22486845194
1833,160606.89785739878
1834,121185.63559477747
1835,142967.90541717925
1836,128900.32397796356
1837,98307.01567477458
1838,121616.52992953328
1839,94742.65016940884
1840,140932.8601174232
1841,141707.4900039177
1842,87601.84709426596
1843,132932.71238684427
1844,141591.62401453426
1845,145519.75083306487
1846,156324.98484036146
1847,178359.45710470335
1848,53740.85097639379
1849,115616.79074950397
1850,117258.1674322924
1851,150298.15497193503
1852,125381.80240063103
1853,137158.13406032865
1854,174885.07764839154
1855,144428.85331558998
1856,223026.2839387118
1857,157650.8855329694
1858,144918.29719666467
1859,137152.18898578003
1860,145977.6756668726
1861,136473.33340592956
1862,299775.7423663784
1863,290416.214648857
1864,290416.214648857
1865,336539.28097401327
1866,338193.5159794133
1867,230931.99677444683
1868,304879.95784313994
1869,203552.29818616528
1870,226283.67185622512
1871,252922.4125149466
1872,168720.60110223125
1873,228342.54297867935
1874,148793.78307482324
1875,200190.61090808403
1876,196992.53128668465
1877,207225.99508924107
1878,202718.66886229982
1879,129067.29327305766
1880,134917.91462020998
1881,227181.5479271312
1882,242730.78506311798
1883,194706.67627300377
1884,212598.88513930165
1885,245468.75072515092
1886,297800.3442899776
1887,208658.03689165023
1888,270094.830576986
1889,159769.2315625152
1890,132496.29386185823
1891,139376.47640453407
1892,102194.8271807735
1893,129226.32607187738
1894,151084.94550195875
1895,132842.7659740175
1896,128122.38751715064
1897,129280.45647346144
1898,108127.6312599814
1899,155067.45346541004
1900,149986.2111602959
1901,160349.03028916818
1902,131982.1053587912
1903,246875.92031699815
1904,131254.558428653
1905,191855.2419445402
1906,166280.2938621382
1907,217167.09101693064
1908,109374.86384880249
1909,141025.36817520246
1910,119403.54318476414
1911,206751.39688219025
1912,291833.2867823662
1913,181317.78837850818
1914,64509.21901027145
1915,291911.0930929388
1916,70677.48444598359
1917,253029.28573633803
1918,143664.55080586503
1919,165996.5331504274
1920,157457.49978238597
1921,430682.62385122036
1922,321613.6761945348
1923,221226.7344396129
1924,199776.64797106912
1925,209942.56174033237
1926,405127.9307861648
1927,132563.44692368072
1928,156157.7927105963
1929,120234.43481596874
1930,139240.4129762924
1931,148917.6282314096
1932,139155.413676271
1933,178025.2147402902
1934,180250.99471310715
1935,170001.1401908801
1936,183695.84879786917
1937,178282.92949119824
1938,182823.77114283296
1939,256069.38302385242
1940,187777.2067091371
1941,172248.94445779355
1942,189331.28804188117
1943,207510.57931267947
1944,337599.72283372073
1945,393628.86321278004
1946,136432.41939228188
1947,317973.4478505811
1948,162303.39035136305
1949,242005.09850428862
1950,186634.6555439405
1951,251209.5412637355
1952,206624.8977637099
1953,164312.67348712927
1954,192023.17655103852
1955,135645.6982077769
1956,255987.3487264366
1957,153191.9167344478
1958,312021.22120011214
1959,152889.80877822175
1960,112998.0341074741
1961,118498.36452790536
1962,97409.02782107744
1963,105332.9697444912
1964,108536.19771211651
1965,144024.2703200496
1966,144455.01199238712
1967,296296.32468092995
1968,448970.137660663
1969,413013.7753398395
1970,422493.4096913625
1971,449497.8779640808
1972,402051.3251616228
1973,274483.1580120171
1974,323433.6866017309
1975,463931.34858056356
1976,265576.9251047007
1977,373447.20030231366
1978,382668.0909537022
1979,333386.0009775696
1980,191322.65776599394
1981,352891.14524381945
1982,235922.408238887
1983,211045.48097080283
1984,164348.57068168733
1985,216603.56568134626
1986,216487.5380918737
1987,168552.80010681477
1988,175902.8174005843
1989,197154.35942526
1990,218650.51768198953
1991,254221.72301934066
1992,221576.79528155696
1993,168816.8630595465
1994,246715.59646829136
1995,186490.14498514414
1996,253127.13977311176
1997,312752.1291965691
1998,333350.2656776076
1999,268147.84033943084
2000,297913.0392213558
2001,256313.3851058227
2002,249254.71342509543
2003,266108.2939227992
2004,270456.39598730387
2005,229556.99169240214
2006,233337.2326441138
2007,247913.66683922458
2008,218498.80228329348
2009,195800.72172750818
2010,195075.08123427402
2011,133577.98714721497
2012,177540.23127589372
2013,181501.11587915506
2014,185549.57350602778
2015,200019.58196453567
2016,200645.25840889968
2017,196034.19198760888
2018,126546.57514757669
2019,138164.1952341668
2020,115371.62769026186
2021,110149.35405897771
2022,176400.44304351544
2023,133468.03605300494
2024,264868.397902463
2025,347387.0768118767
2026,172383.24068775203
2027,152928.90439160226
2028,149813.39162232287
2029,169907.7992748503
2030,268633.20175649045
2031,229431.21351096054
2032,265639.1745534322
2033,265055.6603039332
2034,165506.10406233944
2035,212234.5496646152
2036,187010.9441686631
2037,192715.5906328528
2038,303459.57910187246
2039,217195.3853828049
2040,289651.26057974616
2041,278081.1436262969
2042,209184.9708901229
2043,176835.0841257584
2044,168740.5399950891
2045,205353.1465978558
2046,154884.39179033405
2047,143617.5011479391
2048,139415.61646109284
2049,164455.19320646406
2050,180528.42770377302
2051,114116.87659474343
2052,125857.36931766523
2053,150349.88567279253
2054,93088.38844234082
2055,160161.5906048784
2056,148569.75389182958
2057,114385.15064883024
2058,219126.31680191474
2059,130438.85344121118
2060,175625.499985366
2061,173274.15824279323
2062,130186.80182340177
2063,117553.34075265337
2064,143199.91031390056
2065,116278.71951038652
2066,173322.94590514762
2067,126284.9999923936
2068,147319.31381801597
2069,85840.54275684207
2070,107786.76949578057
2071,98132.58113068451
2072,113342.57633044534
2073,145311.29917076405
2074,184960.0690705655
2075,149998.4485060045
2076,115980.96729961196
2077,152633.55530070286
2078,127155.58576409006
2079,131191.50485838208
2080,115586.56123515626
2081,121580.45700504657
2082,141595.92566348097
2083,138588.50343834487
2084,112182.31733742869
2085,122569.92481698983
2086,128387.84385999481
2087,111410.34670649028
2088,102241.88258282386
2089,75282.95314197999
2090,126009.09432424082
2091,126953.00582950895
2092,124237.19880432534
2093,116953.40890710763
2094,123544.09425868509
2095,151647.11775793956
2096,83067.63773910068
2097,97115.82414101367
2098,146776.80068187846
2099,58857.67123097417
2100,96052.19182723954
2101,132955.53835088087
2102,118127.6005996804
2103,104094.6510289592
2104,162761.63353826237
2105,124979.6074493672
2106,72508.28501574926
2107,212125.02151151342
2108,111384.0552315333
2109,107704.1967189623
2110,133572.07254193112
2111,170417.93883663675
2112,142452.37516963563
2113,119795.50580245463
2114,118624.0053979443
2115,167641.4960050492
2116,119051.36876164538
2117,148598.4514145422
2118,130081.11206829733
2119,116172.3101833051
2120,108764.90916112169
2121,90111.95341095621
2122,117320.9166591429
2123,97934.08286633847
2124,170190.5620778765
2125,135820.3800724014
2126,148045.9654623415
2127,156692.62102117474
2128,135223.52301075918
2129,103232.82062417518
2130,142243.67610483244
2131,148037.1135414375
2132,113573.69683510397
2133,121537.44837698175
2134,125847.3616063809
2135,91513.11988214025
2136,76828.26120625414
2137,112512.76376799004
2138,135840.07528117453
2139,148339.59921453445
2140,144714.3779009993
2141,152703.27366031212
2142,127774.03000655596
2143,146708.40758598936
2144,127951.03870370625
2145,138609.49646318547
2146,162951.93775450287
2147,143983.88714230456
2148,138181.4317952328
2149,154239.89807626186
2150,216456.59066262428
2151,115404.22256865341
2152,165812.266604016
2153,178168.0797027614
2154,106468.64521907813
2155,139810.7891069012
2156,254078.07877333806
2157,231161.5053146361
2158,223131.33017852088
2159,209610.07380962337
2160,168005.6636555724
2161,237971.44155155224
2162,362619.1212251467
2163,367567.47083589155
2164,251152.17493566772
2165,181469.95137020104
2166,151107.74421382014
2167,207535.31780289815
2168,202237.23553798936
2169,197677.00308040477
2170,220366.16316268675
2171,155824.18452380612
2172,133414.164866006
2173,174313.22100029854
2174,228985.42427298616
2175,296626.6512963005
2176,314817.813996205
2177,233408.28079534072
2178,206766.54769598888
2179,140567.50168418163
2180,214268.04950574855
2181,191359.35922029402
2182,222361.6717522186
2183,189377.42583852643
2184,124701.8475813474
2185,126246.29302044306
2186,148937.81245325133
2187,149752.95912730534
2188,154304.85514444043
2189,248757.60234391608
2190,95457.18650551485
2191,89324.88329102084
2192,96845.58718175076
2193,103007.9039132577
2194,104898.40833650231
2195,114426.85125911844
2196,116567.74933794883
2197,119280.5507974562
2198,156479.45071718568
2199,194823.36060993234
2200,140313.07741224428
2201,135434.24659896793
2202,219935.9026746056
2203,139940.7559238464
2204,191958.8942108967
2205,107060.12964007989
2206,135730.03568365646
2207,219939.14339578061
2208,249349.88036958053
2209,213307.94285937215
2210,117661.35750647755
2211,117764.78721032932
2212,116232.87003846582
2213,105387.20285018056
2214,138594.57782874536
2215,102057.67616275644
2216,153633.18136256014
2217,86783.75211526052
2218,83218.61630810183
2219,71827.50788688361
2220,73075.67476265314
2221,291983.47091287374
2222,245069.90666469923
2223,313180.77386726113
2224,214140.38852230413
2225,141391.97458320422
2226,196978.48150414258
2227,204005.91536700635
2228,274977.71492288454
2229,247724.9199669396
2230,155232.0088195469
2231,213080.38005152115
2232,181811.23900317668
2233,177562.55576489845
2234,249193.88565806317
2235,232163.7719031004
2236,267392.1264854291
2237,358242.5699964904
2238,192306.52250487253
2239,106479.04405901772
2240,157385.17491521922
2241,172619.72035898746
2242,128024.97360463455
2243,126181.31481396206
2244,98071.59908596358
2245,94161.50200150115
2246,147151.32641371788
2247,109685.5891157234
2248,127338.326259856
2249,126142.77375246838
2250,138845.3018071159
2251,109722.76943294088
2252,170439.5061298921
2253,153314.42881880043
2254,172410.14295793997
2255,189588.77868575914
2256,179522.31550472425
2257,211942.41332595173
2258,165364.55510647607
2259,172076.52265884355
2260,161211.7030295553
2261,185310.40865113697
2262,206766.29078553375
2263,356194.4526382266
2264,450552.24701139564
2265,178920.41933252904
2266,284837.24706864444
2267,366388.3167693408
2268,414369.84121641156
2269,152309.67531059054
2270,188310.79774361185
2271,223017.994773768
2272,204875.03500547542
2273,168994.07536283822
2274,174849.4305843615
2275,169859.44066860402
2276,185423.29577768102
2277,186036.22618577586
2278,143246.882831625
2279,127600.31715257665
2280,119924.15577800009
2281,174554.14711227507
2282,190527.4769151535
2283,105715.65354558815
2284,116476.70490541885
2285,142422.1000771728
2286,123021.97587908877
2287,362906.4983436056
2288,275273.28507778223
2289,398053.73153492354
2290,470367.822080519
2291,335695.9484723684
2292,441601.84947000915
2293,489998.51154648734
2294,412203.3216210981
2295,460871.2198481515
2296,272607.76002281863
2297,321239.27991427295
2298,328139.91772138624
2299,383075.02758414677
2300,337588.8099457677
2301,284086.9986707302
2302,247629.59631498752
2303,242803.84016702737
2304,237872.59880827376
2305,191348.39000159464
2306,188647.42469651427
2307,196256.03951951623
2308,218490.47048990108
2309,275182.2716346304
2310,215749.41497628385
2311,193839.07245438805
2312,179967.92673426965
2313,174329.07625496984
2314,165824.91397923473
2315,176270.98162404008
2316,190115.3014556184
2317,185593.50170014863
2318,174769.47555234408
2319,172819.84784690232
2320,198208.30568272382
2321,249479.9737661081
2322,165456.13283987693
2323,184507.52742325715
2324,173230.1680616634
2325,206603.80242379598
2326,168114.07278618845
2327,209614.5320451497
2328,225514.2331379767
2329,186911.3416602085
2330,177378.08497462064
2331,364111.8267314356
2332,383698.1352511609
2333,321980.0631334272
2334,260542.49869282215
2335,266959.9341108
2336,329976.80538236303
2337,219772.04863540956
2338,281931.0127358636
2339,224546.10287102585
2340,411961.7199081478
2341,222762.9468867756
2342,247435.92692850353
2343,226405.28947574444
2344,226415.13722857807
2345,239286.50597825518
2346,218485.10602541512
2347,203482.39030315483
2348,238161.79832159396
2349,185469.7224822093
2350,301701.06735707883
2351,249758.9197809131
2352,254478.91291798186
2353,252449.5056335336
2354,138651.55735677175
2355,149125.89555379876
2356,151404.31456652045
2357,195258.0049263478
2358,196190.20272256128
2359,126582.88013794663
2360,114237.22566811454
2361,145554.05173810254
2362,272220.24005861965
2363,133482.70530543383
2364,158217.42510746757
2365,237767.29152598916
2366,200810.93852716946
2367,232033.45510086423
2368,219586.91040275717
2369,220275.44321898549
2370,169413.25971739733
2371,171153.28815355815
2372,196598.11475821707
2373,272928.95862189453
2374,307969.14797854645
2375,249125.62714197155
2376,279986.76929531107
2377,322579.11256604403
2378,149802.23854786446
2379,209956.3448408209
2380,149740.2313700756
2381,166673.86923034478
2382,195249.42473936797
2383,201623.61836411964
2384,248837.96223556343
2385,162591.55500847017
2386,134323.81658783593
2387,137203.17832505735
2388,118768.80973138128
2389,118008.14154250959
2390,146615.80718875915
2391,142162.21570391336
2392,115254.89962713273
2393,166250.85407960837
2394,141316.0148269603
2395,206792.33303221216
2396,151146.7013948658
2397,203313.93135964248
2398,136690.45381278355
2399,58474.96923703367
2400,61803.24006793661
2401,112402.7681859853
2402,140203.63741824924
2403,154005.2597437818
2404,156174.111518628
2405,157829.42594307152
2406,140648.83027856736
2407,125506.04907589688
2408,141999.72113699617
2409,124889.88087441999
2410,171578.91919958076
2411,117605.53203417099
2412,159408.3446594094
2413,128801.64617714734
2414,145266.0692156815
2415,147384.5523359236
2416,121467.3203439226
2417,129408.25430210518
2418,128622.73006664829
2419,114218.12100893706
2420,126158.42182319153
2421,144188.00424085945
2422,116667.12836066078
2423,114181.22903602694
2424,159319.35624066996
2425,196881.37622855784
2426,135305.91102758652
2427,133774.9088712825
2428,177851.17068245765
2429,119828.62989743397
2430,134786.868167014
2431,114315.69039603526
2432,142912.3886263265
2433,141449.30521814962
2434,137267.83514682157
2435,153012.02440667056
2436,115957.03033425685
2437,105440.39623256122
2438,123820.24787140894
2439,104952.12446025749
2440,121819.39497592185
2441,100629.43397676405
2442,93941.9010929269
2443,125147.26988950247
2444,125552.97279389604
2445,86319.33783050528
2446,138048.0002341397
2447,187628.5739778562
2448,144532.59839965843
2449,109584.48981887367
2450,146156.1212867094
2451,130774.03585962582
2452,210294.79370733738
2453,95839.23099953227
2454,134598.05858063238
2455,129325.10132689627
2456,134232.59103722946
2457,126896.78250233206
2458,130105.58660832101
2459,113000.6200585292
2460,136186.25706826997
2461,124639.5569737062
2462,134833.25472513124
2463,132671.46986403875
2464,179013.27532164493
2465,133394.14020097093
2466,116764.69294759748
2467,145278.60477308443
2468,80273.42826327152
2469,74466.09033669479
2470,196808.72775316847
2471,206497.05631181385
2472,170133.6197500413
2473,115186.30395458233
2474,90060.97209932002
2475,215764.0072343542
2476,116427.2906670034
2477,133260.74987145903
2478,148347.17778982598
2479,103123.42189807942
2480,152623.39640870853
2481,125853.6465779364
2482,135653.05499540397
2483,116079.67395598092
2484,123712.35809155133
2485,124460.28695443319
2486,156403.46475899388
2487,216968.91772854334
2488,162453.69469608707
2489,149332.136324418
2490,150072.0849040136
2491,100423.58558326714
2492,174393.67635219914
2493,149862.69981187262
2494,141629.37462055773
2495,99146.4787449992
2496,252301.47081719065
2497,152434.69624220856
2498,112491.90663461717
2499,93003.98943872639
2500,133315.11264918873
2501,144234.98448040252
2502,150807.08956150452
2503,97981.05870077033
2504,160922.15931590518
2505,225486.35752347874
2506,251072.09065372462
2507,306764.281703991
2508,251957.55870323264
2509,218355.27910057432
2510,220220.0207236216
2511,171199.85873037155
2512,204299.3174944377
2513,224127.74203858007
2514,240619.94495054544
2515,152134.22319212597
2516,170348.4292624294
2517,142508.45295095732
2518,159126.13139143758
2519,214082.9185198046
2520,204306.8300838929
2521,188277.490162986
2522,220753.82267805573
2523,125404.12695854768
2524,135739.29261013083
2525,151235.20707581675
2526,133453.61172407412
2527,111342.16104491957
2528,132649.5474742363
2529,132858.73497335333
2530,121460.6000785925
2531,244196.2986862276
2532,226078.358317457
2533,193289.7559979813
2534,228987.84524795803
2535,305963.37719424115
2536,239962.3144287091
2537,227307.53826574289
2538,182698.12317910272
2539,186972.03859755248
2540,175694.9557835484
2541,180024.16395215236
2542,169680.91159041997
2543,131260.9521190079
2544,121080.62285645395
2545,136366.58257834148
2546,133346.19991336588
2547,142432.7556331349
2548,177052.14270781144
2549,164045.32187912794
2550,501514.46262549015
2551,145055.9892191568
2552,116994.9971746626
2553,92860.03569011492
2554,108951.37774392223
2555,121372.4860419046
2556,98249.30284138715
2557,110690.25764584698
2558,182127.56628955744
2559,131080.7686210327
2560,138561.8325568103
2561,139441.70700787206
2562,120215.93894287516
2563,138916.96419496802
2564,200816.5605246449
2565,145880.8320916206
2566,155740.29099912875
2567,138782.24322219213
2568,179540.88430369057
2569,197537.56008323174
2570,117625.33356930048
2571,185514.58917481932
2572,163427.91322590222
2573,213849.17313818782
2574,265735.7365847168
2575,131109.373427245
2576,112695.0242067347
2577,148918.1204596317
2578,81299.00248959677
2579,62030.58800830088
2580,143258.658738389
2581,120263.50818835598
2582,120081.10694155915
2583,254956.6547694573
2584,161925.1129014402
2585,186061.2966781417
2586,211242.2378307133
2587,203000.93708785353
2588,150545.6566460988
2589,151944.08838141107
2590,224134.62609493622
2591,209961.96595776602
2592,216317.51720989397
2593,259318.70427126324
2594,177559.69513547723
2595,207210.89107480843
2596,324461.5878814667
2597,196097.97377356788
2598,285340.6759381563
2599,323930.3898615964
2600,183827.2632490836
2601,151402.40350784006
2602,80138.22776775407
2603,95034.8835999767
2604,91078.28864017461
2605,74770.29783479491
2606,152839.68202468974
2607,188551.79120484198
2608,194139.12709852794
2609,163639.61610364582
2610,112275.07365887334
2611,130450.10973626246
2612,159004.0846040313
2613,136323.2487990157
2614,131564.28777140842
2615,154839.76377767324
2616,149856.1725031469
2617,198952.20741135464
2618,170135.6559369342
2619,198977.09647244646
2620,181021.97966701793
2621,180273.56436805846
2622,182127.09383126372
2623,246535.6571577438
2624,291689.9242562148
2625,325594.15808695916
2626,173598.57858695634
2627,165626.67836560763
2628,431556.7302304916
2629,450721.94203930127
2630,350574.42147842154
2631,470581.2686974655
2632,422674.8553412147
2633,306446.71495316835
2634,406766.80002991785
2635,154537.78475999314
2636,182727.86401834266
2637,173157.98894743653
2638,269705.11755569873
2639,189747.78566703276
2640,152735.3515788639
2641,100410.19916065635
2642,194588.66901138614
2643,101987.9532554071
2644,126732.54754348085
2645,111200.39864477827
2646,95410.06450907784
2647,103955.86716637234
2648,144479.03396281006
2649,151318.87792631518
2650,145070.91441998107
2651,137631.5500881475
2652,421225.9794906152
2653,237676.14290383965
2654,247721.88411851606
2655,404722.3086270631
2656,323556.50021755404
2657,354378.29407317325
2658,288405.86745821236
2659,306207.0529921338
2660,370955.6246799361
2661,366666.06248723675
2662,359188.4427554714
2663,288758.16246653156
2664,273014.01688760053
2665,331405.95665650774
2666,288714.54173841205
2667,163473.3582903715
2668,180269.3887171713
2669,178440.25101973573
2670,287446.95884330105
2671,184972.03726305056
2672,188820.04226659096
2673,214213.46369256146
2674,209444.10364892363
2675,166952.17486926308
2676,185612.32545575904
2677,201405.3118467531
2678,255110.70678212406
2679,268458.63782449084
2680,279986.526365192
2681,389937.23299265123
2682,337393.09852408303
2683,447694.2081933142
2684,305538.1834275765
2685,325475.7686840722
2686,253708.70442986468
2687,339803.6322159007
2688,222445.5981000863
2689,206667.44806927137
2690,480170.0987495303
2691,191620.04629994277
2692,133186.1342511629
2693,200846.18218991483
2694,131339.59309744553
2695,192347.3280168609
2696,185931.80715113078
2697,191459.99103997683
2698,202747.46730562774
2699,180220.3025838593
2700,159955.22954993008
2701,157835.2839771831
2702,114464.4612602306
2703,152232.3458111985
2704,135203.3992242543
2705,118971.14198068212
2706,122764.52502452678
2707,131239.46082373473
2708,134076.4942170951
2709,107547.06266681124
2710,128878.81300307382
2711,243209.64321125412
2712,368225.5416115831
2713,169503.31074049126
2714,151160.2946150369
2715,170956.68089866062
2716,153120.48240352413
2717,185436.27522846457
2718,230148.37425274975
2719,164150.91730685483
2720,180824.09636312403
2721,136094.7618520348
2722,169485.59449832028
2723,140696.93629258883
2724,131802.03525188743
2725,131271.45750329044
2726,146931.5318620703
2727,174426.99169388102
2728,172785.27104516
2729,151652.70036422255
2730,143127.4507473226
2731,131005.48868824934
2732,124498.28331037414
2733,154427.20132137113
2734,151701.12727765884
